question,answer,context,category
"What happens to Haley's father, Dave, during the film?", "Dave is severely injured by alligators and struggles to survive as they try to escape the house.", "Haley's father, Dave, is attacked by alligators and is severely injured, requiring Haley to rescue him amidst the danger.", "difficult"
"Who directed the movie 'Dark Phoenix'?", "Simon Kinberg directed the movie.", "Dark Phoenix is a 2019 American superhero film directed by Simon Kinberg.", "easy"
"What is the main plot of 'Dark Phoenix'?", "The film follows Jean Grey as she struggles with the cosmic Phoenix Force and her mental health issues.", "The story follows Jean Grey as her powers are amplified by a cosmic force, leading her to struggle with her mental state and causing her to hurt the ones she loves.", "easy"
"When was 'Dark Phoenix' released?", "It was released on June 7, 2019.", "Dark Phoenix was theatrically released in the United States on June 7, 2019.", "easy"
"Who plays Jean Grey in 'Dark Phoenix'?", "Sophie Turner plays Jean Grey.", "Sophie Turner stars as Jean Grey in the film.", "moderate"
"What happens to Jean Grey's powers in 'Dark Phoenix'?", "Jean's powers become uncontrollable, and she kills Raven during a violent telekinetic episode.", "Jean’s psychic powers become uncontrollable and cause her to accidentally kill Raven during a violent outburst.", "difficult"
"Why is the film titled 'Dark Phoenix'?", "I am sorry, but the provided context does not contain information.", "", "missing"
"Who directed the movie 'Dark Waters'?", "Todd Haynes directed the movie.", "Dark Waters is a 2019 American legal thriller film directed by Todd Haynes.", "easy"
"What is the central plot of 'Dark Waters'?", "The film follows Robert Bilott's legal battle against DuPont after they polluted a town with toxic chemicals.", "The movie dramatizes Robert Bilott's case against the chemical manufacturing corporation DuPont after they contaminated a town with unregulated chemicals.", "easy"
"When was 'Dark Waters' released?", "It was released on November 22, 2019.", "Dark Waters was released in limited theaters on November 22, 2019, before a wider release on December 6, 2019.", "easy"
"Who plays Robert Bilott in 'Dark Waters'?", "Mark Ruffalo plays Robert Bilott.", "Mark Ruffalo stars as Robert Bilott, the corporate defense lawyer who takes on DuPont.", "moderate"
"How does DuPont respond to the lawsuit in 'Dark Waters'?", "DuPont initially denies responsibility but eventually settles the case for over $300 million.", "DuPont agrees to settle for benefits valued at over $300 million after facing national attention and legal pressure.", "difficult"
"What happens to the residents of Parkersburg, West Virginia, in 'Dark Waters'?", "I am sorry, but the provided context does not contain information.", "", "missing"
"Who directed the movie 'Doctor Sleep'?", "Mike Flanagan directed the movie.", "Doctor Sleep is a 2019 supernatural horror film written, directed, and edited by Mike Flanagan.", "easy"
"What is the main plot of 'Doctor Sleep'?", "The film follows Dan Torrance, who struggles with childhood trauma and his psychic abilities, as he helps a young girl with greater powers.", "The film follows Dan Torrance, who is haunted by the events at the Overlook Hotel and uses his abilities to help a young girl named Abra who has even greater powers.", "easy"
"When was 'Doctor Sleep' released?", "It was released on November 8, 2019, in the United States.", "Doctor Sleep was theatrically released in the United States on November 8, 2019.", "easy"
"Who plays the role of Dan Torrance in 'Doctor Sleep'?", "Ewan McGregor plays Dan Torrance.", "Ewan McGregor stars as Dan Torrance, the adult version of the character from 'The Shining'.", "moderate"
"What is the significance of the Overlook Hotel in 'Doctor Sleep'?", "The Overlook Hotel plays a crucial role in Dan's past and is the place where the final confrontation with Rose the Hat occurs.", "Dan brings Abra to the Overlook Hotel to fight Rose, and the hotel's ghosts play a pivotal role in the final battle.", "difficult"
"What happens to Abra Stone after the final confrontation?", "I am sorry, but the provided context does not contain information.", "", "missing"
"Who directed the movie 'Dolemite Is My Name'?", "Craig Brewer directed the movie.", "Dolemite Is My Name is a 2019 biographical comedy film directed by Craig Brewer.", "easy"
"What is the main plot of 'Dolemite Is My Name'?", "The film follows Rudy Ray Moore's journey to create the cult film 'Dolemite' in the 1970s.", "The film tells the true story of Rudy Ray Moore, an aspiring comedian who creates the character Dolemite, eventually making a low-budget film of the same name.", "easy"
"When was 'Dolemite Is My Name' released?", "It was released on October 4, 2019, in limited release and streamed on Netflix later.", "Dolemite Is My Name had its world premiere at the Toronto International Film Festival on September 7, 2019, and was released in limited theaters on October 4, 2019.", "easy"
"Who plays the lead role of Rudy Ray Moore?", "Eddie Murphy plays the role of Rudy Ray Moore.", "Eddie Murphy stars as Rudy Ray Moore in the film.", "moderate"
"What happens during the premiere of 'Dolemite' in Hollywood?", "The film initially receives negative reviews but attracts a large audience due to Moore's promotion efforts.", "Despite poor reviews, the premiere of 'Dolemite' is a huge success thanks to Moore's relentless self-promotion.", "difficult"
"How does Rudy Ray Moore finance the making of 'Dolemite'?", "I am sorry, but the provided context does not contain information.", "", "missing"
"Who directed the movie 'Don't Let Go'?", "Jacob Aaron Estes directed the movie.", "Don't Let Go is a 2019 American science fiction horror thriller film written and directed by Jacob Aaron Estes.", "easy"
"What is the central plot of 'Don't Let Go'?", "The film follows a detective who starts receiving calls from his deceased niece, helping her to prevent her family's murder.", "The story revolves around homicide detective Jack Radcliff, who receives calls from his niece Ashley after she is murdered, and tries to prevent her death by communicating with her from the past.", "easy"
"When was 'Don't Let Go' released?", "It was released on August 30, 2019.", "Don't Let Go was released on August 30, 2019, by OTL Releasing and BH Tilt.", "easy"
"Who plays Jack Radcliff in 'Don't Let Go'?", "David Oyelowo plays Jack Radcliff.", "David Oyelowo stars as Jack Radcliff, the detective in 'Don't Let Go'.", "moderate"
"What is the role of the mysterious character Georgie in the film?", "Georgie is revealed to be a group of corrupt cops involved in the conspiracy, not a single person.", "The mysterious 'Georgie' turns out to be a criminal group of corrupt cops, including Ashley's partner Bobby.", "difficult"
"Why does Jack blame himself for the murder-suicide in 'Don't Let Go'?", "I am sorry, but the provided context does not contain information.", "", "missing"
"Who directed the movie 'Dora and the Lost City of Gold'?", "James Bobin directed the movie.", "Dora and the Lost City of Gold is a 2019 American adventure comedy film directed by James Bobin.", "easy"
"What is the main plot of 'Dora and the Lost City of Gold'?", "The film follows Dora as she embarks on an adventure to find her missing parents while navigating the challenges of high school.", "The movie follows Dora as she transitions from living in the jungle with her parents to attending high school, where she must team up with friends to find her missing parents and solve the mystery of Parapata, the Lost City of Gold.", "easy"
"When was 'Dora and the Lost City of Gold' released?", "It was released on August 9, 2019.", "The film was released in the United States on August 9, 2019.", "easy"
"Who plays Dora in the movie?", "Isabela Moner plays Dora in the film.", "Isabela Moner stars as Dora, the title character in 'Dora and the Lost City of Gold'.", "moderate"
"What challenges does Dora and her friends face while journeying to find the Lost City of Gold?", "They face attacks from mercenaries, traps, and animated hallucinations induced by spores.", "During their journey, Dora and her friends confront mercenaries, traps, quicksand, and hallucinations caused by spores that turn them into animated versions of themselves.", "difficult"
"What language does Dora speak to the Lost Guardians in 'Dora and the Lost City of Gold'?", "Dora speaks to the Lost Guardians in Quechua", "Dora speaks to the Lost Guardians in Quechua, assuring them of their peaceful intentions.", "easy"
"Who directed the movie 'Downton Abbey'?", "Michael Engler directed the movie.", "Downton Abbey is a 2019 historical drama film directed by Michael Engler.", "easy"
"What is the main plot of 'Downton Abbey'?", "The film follows the Crawley family as they prepare for a royal visit, which is complicated by tensions with the royal staff and an assassination attempt.", "The plot revolves around the royal visit of King George V and Queen Mary to Downton Abbey, where tensions between the royal staff and the Crawleys lead to an assassination attempt on the King.", "easy"
"When was 'Downton Abbey' released?", "It was released on September 20, 2019.", "Downton Abbey was released in the United States on September 20, 2019.", "easy"
"Who plays Lady Mary Crawley in 'Downton Abbey'?", "Michelle Dockery plays Lady Mary Crawley.", "Michelle Dockery plays Lady Mary Crawley, one of the central characters of the film.", "moderate"
"What is the role of Tom Branson in the film?", "Tom Branson saves Princess Mary from an assassination attempt and helps her reconcile with her husband.", "Tom Branson plays a key role in preventing the assassination of the King and in motivating Princess Mary to stay in her marriage.", "difficult"
